,Sr No.,"Date of
Encashment",Name of the Political Party,"Account no. of
Political Party",Prefix,"Bond
Number",Denominations,"Pay Branch
Code",Pay Teller
8,12219,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13016,10000000,691,5972302
9,12220,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13030,10000000,691,5972302
10,12221,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13036,10000000,691,5972302
11,12222,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13040,10000000,691,5972302
12,12223,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13028,10000000,691,5972302
13,12224,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13048,10000000,691,5972302
14,12225,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13018,10000000,691,5972302
15,12226,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13002,10000000,691,5972302
16,12227,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13006,10000000,691,5972302
17,12228,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13020,10000000,691,5972302
18,12229,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13026,10000000,691,5972302
19,12230,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13024,10000000,691,5972302
20,12231,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13038,10000000,691,5972302
21,12232,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13008,10000000,691,5972302
22,12233,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5623,10000000,691,5972302
23,12234,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5625,10000000,691,5972302
24,12235,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5614,10000000,691,5972302
25,12236,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5610,10000000,691,5972302
26,12237,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5612,10000000,691,5972302
27,12238,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5616,10000000,691,5972302
28,12239,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5622,10000000,691,5972302
29,12240,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5618,10000000,691,5972302
30,12241,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5620,10000000,691,5972302
31,12242,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13109,10000000,691,5972302
32,12243,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13103,10000000,691,5972302
33,12244,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13107,10000000,691,5972302
34,12245,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,5624,10000000,691,5972302
35,12246,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13105,10000000,691,5972302
36,12247,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13101,10000000,691,5972302
0,12248,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13058,10000000,691,5972302
1,12249,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13072,10000000,691,5972302
2,12250,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13068,10000000,691,5972302
3,12251,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13050,10000000,691,5972302
4,12252,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13066,10000000,691,5972302
5,12253,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13064,10000000,691,5972302
6,12254,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13060,10000000,691,5972302
7,12255,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13062,10000000,691,5972302
8,12256,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,13070,10000000,691,5972302
9,12257,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12529,10000000,691,8212066
10,12258,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12555,10000000,691,8212066
11,12259,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12635,10000000,691,8212066
12,12260,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12527,10000000,691,8212066
13,12261,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12573,10000000,691,8212066
14,12262,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12631,10000000,691,8212066
15,12263,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12645,10000000,691,8212066
16,12264,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12655,10000000,691,8212066
17,12265,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12665,10000000,691,8212066
18,12266,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12679,10000000,691,8212066
19,12267,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12685,10000000,691,8212066
20,12268,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12599,10000000,691,8212066
21,12269,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12539,10000000,691,8212066
22,12270,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12507,10000000,691,8212066
23,12271,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12633,10000000,691,8212066
24,12272,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12537,10000000,691,8212066
25,12273,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12579,10000000,691,8212066
26,12274,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12525,10000000,691,8212066
27,12275,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12545,10000000,691,8212066
28,12276,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12659,10000000,691,8212066
29,12277,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12587,10000000,691,8212066
30,12278,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12593,10000000,691,8212066
31,12279,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12595,10000000,691,8212066
32,12280,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12528,10000000,691,8212066
33,12281,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12641,10000000,691,8212066
34,12282,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12657,10000000,691,8212066
35,12283,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12675,10000000,691,8212066
36,12284,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12681,10000000,691,8212066
0,12285,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12522,10000000,691,8212066
1,12286,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12536,10000000,691,8212066
2,12287,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12583,10000000,691,8212066
3,12288,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12603,10000000,691,8212066
4,12289,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12613,10000000,691,8212066
5,12290,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12526,10000000,691,8212066
6,12291,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12523,10000000,691,8212066
7,12292,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12639,10000000,691,8212066
8,12293,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12549,10000000,691,8212066
9,12294,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12509,10000000,691,8212066
10,12295,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12677,10000000,691,8212066
11,12296,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12541,10000000,691,8212066
12,12297,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12524,10000000,691,8212066
13,12298,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12531,10000000,691,8212066
14,12299,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12571,10000000,691,8212066
15,12300,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12623,10000000,691,8212066
16,12301,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12673,10000000,691,8212066
17,12302,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12530,10000000,691,8212066
18,12303,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12521,10000000,691,8212066
19,12304,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12517,10000000,691,8212066
20,12305,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12559,10000000,691,8212066
21,12306,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12532,10000000,691,8212066
22,12307,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12543,10000000,691,8212066
23,12308,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12563,10000000,691,8212066
24,12309,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12513,10000000,691,8212066
25,12310,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12535,10000000,691,8212066
26,12311,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12605,10000000,691,8212066
27,12312,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12609,10000000,691,8212066
28,12313,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12637,10000000,691,8212066
29,12314,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12540,10000000,691,8212066
30,12315,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12567,10000000,691,8212066
31,12316,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12607,10000000,691,8212066
32,12317,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12627,10000000,691,8212066
33,12318,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12663,10000000,691,8212066
34,12319,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12667,10000000,691,8212066
35,12320,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12519,10000000,691,8212066
36,12321,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12569,10000000,691,8212066
0,12322,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12575,10000000,691,8212066
1,12323,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12619,10000000,691,8212066
2,12324,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12589,10000000,691,8212066
3,12325,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12601,10000000,691,8212066
4,12326,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12643,10000000,691,8212066
5,12327,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12515,10000000,691,8212066
6,12328,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12617,10000000,691,8212066
7,12329,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12651,10000000,691,8212066
8,12330,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12653,10000000,691,8212066
9,12331,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12661,10000000,691,8212066
10,12332,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12669,10000000,691,8212066
11,12333,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12511,10000000,691,8212066
12,12334,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12547,10000000,691,8212066
13,12335,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12557,10000000,691,8212066
14,12336,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12565,10000000,691,8212066
15,12337,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12585,10000000,691,8212066
16,12338,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12597,10000000,691,8212066
17,12339,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12533,10000000,691,8212066
18,12340,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12553,10000000,691,8212066
19,12341,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12611,10000000,691,8212066
20,12342,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12534,10000000,691,8212066
21,12343,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12591,10000000,691,8212066
22,12344,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12551,10000000,691,8212066
23,12345,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12577,10000000,691,8212066
24,12346,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12538,10000000,691,8212066
25,12347,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12561,10000000,691,8212066
26,12348,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12581,10000000,691,8212066
27,12349,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12621,10000000,691,8212066
28,12350,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12629,10000000,691,8212066
29,12351,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12671,10000000,691,8212066
30,12352,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12647,10000000,691,8212066
31,12353,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12683,10000000,691,8212066
32,12354,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12625,10000000,691,8212066
33,12355,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12649,10000000,691,8212066
34,12356,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12615,10000000,691,8212066
35,12357,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12558,10000000,691,5972302
36,12358,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12546,10000000,691,5972302
0,12359,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12556,10000000,691,5972302
1,12360,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12560,10000000,691,5972302
2,12361,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12552,10000000,691,5972302
3,12362,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12562,10000000,691,5972302
4,12363,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12550,10000000,691,5972302
5,12364,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12544,10000000,691,5972302
6,12365,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12554,10000000,691,5972302
7,12366,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12548,10000000,691,5972302
8,12367,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12568,10000000,691,5972302
9,12368,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12566,10000000,691,5972302
10,12369,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12578,10000000,691,5972302
11,12370,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12588,10000000,691,5972302
12,12371,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12574,10000000,691,5972302
13,12372,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12586,10000000,691,5972302
14,12373,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12572,10000000,691,5972302
15,12374,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12570,10000000,691,5972302
16,12375,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12564,10000000,691,5972302
17,12376,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12582,10000000,691,5972302
18,12377,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12580,10000000,691,5972302
19,12378,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12590,10000000,691,5972302
20,12379,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12592,10000000,691,5972302
21,12380,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12576,10000000,691,5972302
22,12381,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OC,12584,10000000,691,5972302
23,12382,2022-11-16,BHARATIYA JANATA PARTY,*******8244,TL,13282,1000000,691,5972302
24,12383,2022-11-16,BHARATIYA JANATA PARTY,*******8244,TL,13270,1000000,691,5972302
25,12384,2022-11-16,BHARATIYA JANATA PARTY,*******8244,TL,13280,1000000,691,5972302
26,12385,2022-11-16,BHARATIYA JANATA PARTY,*******8244,TL,13278,1000000,691,5972302
27,12386,2022-11-16,BHARATIYA JANATA PARTY,*******8244,TL,13272,1000000,691,5972302
28,12387,2022-11-16,BHARATIYA JANATA PARTY,*******8244,TL,13274,1000000,691,5972302
29,12388,2022-11-16,BHARATIYA JANATA PARTY,*******8244,TL,13276,1000000,691,5972302
30,12389,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OL,2242,100000,691,5972302
31,12390,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OL,2244,100000,691,5972302
32,12391,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OL,2250,100000,691,5972302
33,12392,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OL,2246,100000,691,5972302
34,12393,2022-11-16,BHARATIYA JANATA PARTY,*******8244,OL,2248,100000,691,5972302
35,12394,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13021,10000000,691,5972302
36,12395,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13023,10000000,691,5972302
0,12396,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13025,10000000,691,5972302
1,12397,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12695,10000000,691,5972302
2,12398,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12687,10000000,691,5972302
3,12399,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12689,10000000,691,5972302
4,12400,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12697,10000000,691,5972302
5,12401,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12516,10000000,691,5972302
6,12402,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12699,10000000,691,5972302
7,12403,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12693,10000000,691,5972302
8,12404,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12518,10000000,691,5972302
9,12405,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12691,10000000,691,5972302
10,12406,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12520,10000000,691,5972302
11,12407,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12366,10000000,691,5972302
12,12408,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12368,10000000,691,5972302
13,12409,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12370,10000000,691,5972302
14,12410,2022-11-16,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12372,10000000,691,5972302
15,12411,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13534,10000000,691,5972302
16,12412,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13102,10000000,691,5972302
17,12413,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13104,10000000,691,5972302
18,12414,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,13106,10000000,691,5972302
19,12415,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12343,10000000,691,5972302
20,12416,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12345,10000000,691,5972302
21,12417,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,12347,10000000,691,5972302
22,12418,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3685,10000000,691,5972302
23,12419,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3688,10000000,691,5972302
24,12420,2022-11-17,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",*******4012,OC,3691,10000000,691,5972302
25,12421,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13031,10000000,691,7516991
26,12422,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13037,10000000,691,7516991
27,12423,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13035,10000000,691,7516991
28,12424,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13029,10000000,691,7516991
29,12425,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13041,10000000,691,7516991
30,12426,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13033,10000000,691,7516991
31,12427,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13027,10000000,691,7516991
32,12428,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13045,10000000,691,7516991
33,12429,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13043,10000000,691,7516991
34,12430,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13039,10000000,691,7516991
35,12431,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13052,10000000,691,7516991
36,12432,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13047,10000000,691,7516991
0,12433,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13056,10000000,691,7516991
1,12434,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13049,10000000,691,7516991
2,12435,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13054,10000000,691,7516991
3,12436,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12499,10000000,691,8212066
4,12437,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12493,10000000,691,8212066
5,12438,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12466,10000000,691,7516991
6,12439,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12472,10000000,691,7516991
7,12440,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12458,10000000,691,7516991
8,12441,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12479,10000000,691,7516991
9,12442,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12483,10000000,691,8212066
10,12443,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12485,10000000,691,8212066
11,12444,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12464,10000000,691,7516991
12,12445,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12470,10000000,691,7516991
13,12446,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12481,10000000,691,8212066
14,12447,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12474,10000000,691,7516991
15,12448,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12468,10000000,691,7516991
16,12449,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12505,10000000,691,8212066
17,12450,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12501,10000000,691,8212066
18,12451,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12503,10000000,691,8212066
19,12452,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12495,10000000,691,8212066
20,12453,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12487,10000000,691,8212066
21,12454,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12460,10000000,691,7516991
22,12455,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12491,10000000,691,8212066
23,12456,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12462,10000000,691,7516991
24,12457,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12497,10000000,691,8212066
25,12458,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12456,10000000,691,7516991
26,12459,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,12489,10000000,691,8212066
27,12460,2022-11-18,BHARATIYA JANATA PARTY,*******8244,OC,13486,10000000,691,7516991
